# bond(A) abs. mag(bohr. mag)
0.7		0.00
0.8		0.00
0.9		0.00
1.0		0.00
1.1		0.00
1.11		0.00
1.113		0.00
1.12		0.00
1.13		0.00
1.2		0.00
1.3		0.00
1.5		0.00
1.7		0.02
2.0		0.01
2.2		0.87
2.4		1.37
2.6		1.62
2.8		3.73
3.0		3.79
3.4		3.84
4.0		3.88
