# 588.461
0.7 30.6947
0.8 13.2661
0.9 4.79874
1.0 1.10112
1.1 0.0209446
1.11 0.00418103
1.113 0.00164507
1.12 0
1.13 0.00756858
1.2 0.328088
1.3 1.30965
1.5 3.89194
1.7 6.37992
2.0 9.34743
2.4 11.8376
3.0 12.0915
3.4 12.4556
4.0 12.6862
