# Reciprocal lattice vectors (tpiba units)
               b(1) = (  1.000000  0.577350 -0.000000 )  
               b(2) = (  0.000000  1.154701  0.000000 )  
               b(3) = (  0.000000 -0.000000  0.166667 )  


# 72x72x1 set
        k(  226) = (   0.0833333   0.5773503   0.0000000), wk =   0.0023148
        k(  227) = (   0.0972222   0.1683938   0.0000000), wk =   0.0023148
        k(  228) = (   0.0972222   0.1844313   0.0000000), wk =   0.0046296
        k(  229) = (   0.0972222   0.2004688   0.0000000), wk =   0.0046296
        k(  230) = (   0.0972222   0.2165064   0.0000000), wk =   0.0046296
        k(  231) = (   0.0972222   0.2325439   0.0000000), wk =   0.0046296
        k(  232) = (   0.0972222   0.2485814   0.0000000), wk =   0.0046296
        k(  233) = (   0.0972222   0.2646189   0.0000000), wk =   0.0046296
        k(  234) = (   0.0972222   0.2806564   0.0000000), wk =   0.0046296
        k(  235) = (   0.0972222   0.2966939   0.0000000), wk =   0.0046296
        k(  236) = (   0.0972222   0.3127314   0.0000000), wk =   0.0046296
        k(  237) = (   0.0972222   0.3287689   0.0000000), wk =   0.0046296
        k(  238) = (   0.0972222   0.3448064   0.0000000), wk =   0.0046296
        k(  239) = (   0.0972222   0.3608439   0.0000000), wk =   0.0046296
        k(  240) = (   0.0972222   0.3768814   0.0000000), wk =   0.0046296
        k(  241) = (   0.0972222   0.3929189   0.0000000), wk =   0.0046296
        k(  242) = (   0.0972222   0.4089564   0.0000000), wk =   0.0046296
        k(  243) = (   0.0972222   0.4249939   0.0000000), wk =   0.0046296
        k(  244) = (   0.0972222   0.4410315   0.0000000), wk =   0.0046296
        k(  245) = (   0.0972222   0.4570690   0.0000000), wk =   0.0046296
        k(  246) = (   0.0972222   0.4731065   0.0000000), wk =   0.0046296
        k(  247) = (   0.0972222   0.4891440   0.0000000), wk =   0.0046296
        k(  248) = (   0.0972222   0.5051815   0.0000000), wk =   0.0046296
        k(  249) = (   0.0972222   0.5212190   0.0000000), wk =   0.0046296
        k(  250) = (   0.0972222   0.5372565   0.0000000), wk =   0.0046296
        k(  251) = (   0.0972222   0.5532940   0.0000000), wk =   0.0046296
        k(  252) = (   0.0972222   0.5693315   0.0000000), wk =   0.0046296
        k(  253) = (   0.1111111   0.1924501   0.0000000), wk =   0.0023148
        k(  254) = (   0.1111111   0.2084876   0.0000000), wk =   0.0046296
        k(  255) = (   0.1111111   0.2245251   0.0000000), wk =   0.0046296
        k(  256) = (   0.1111111   0.2405626   0.0000000), wk =   0.0046296
        k(  257) = (   0.1111111   0.2566001   0.0000000), wk =   0.0046296
        k(  258) = (   0.1111111   0.2726376   0.0000000), wk =   0.0046296
        k(  259) = (   0.1111111   0.2886751   0.0000000), wk =   0.0046296
        k(  260) = (   0.1111111   0.3047126   0.0000000), wk =   0.0046296
        k(  261) = (   0.1111111   0.3207501   0.0000000), wk =   0.0046296
        k(  262) = (   0.1111111   0.3367877   0.0000000), wk =   0.0046296
        k(  263) = (   0.1111111   0.3528252   0.0000000), wk =   0.0046296
        k(  264) = (   0.1111111   0.3688627   0.0000000), wk =   0.0046296
        k(  265) = (   0.1111111   0.3849002   0.0000000), wk =   0.0046296
        k(  266) = (   0.1111111   0.4009377   0.0000000), wk =   0.0046296
        k(  267) = (   0.1111111   0.4169752   0.0000000), wk =   0.0046296
        k(  268) = (   0.1111111   0.4330127   0.0000000), wk =   0.0046296
        k(  269) = (   0.1111111   0.4490502   0.0000000), wk =   0.0046296
        k(  270) = (   0.1111111   0.4650877   0.0000000), wk =   0.0046296
        k(  271) = (   0.1111111   0.4811252   0.0000000), wk =   0.0046296
        k(  272) = (   0.1111111   0.4971627   0.0000000), wk =   0.0046296
        k(  273) = (   0.1111111   0.5132002   0.0000000), wk =   0.0046296
        k(  274) = (   0.1111111   0.5292377   0.0000000), wk =   0.0046296
        k(  275) = (   0.1111111   0.5452753   0.0000000), wk =   0.0046296
        k(  276) = (   0.1111111   0.5613128   0.0000000), wk =   0.0046296
        k(  277) = (   0.1111111   0.5773503   0.0000000), wk =   0.0023148
        k(  278) = (   0.1250000   0.2165064   0.0000000), wk =   0.0023148
        k(  279) = (   0.1250000   0.2325439   0.0000000), wk =   0.0046296
        k(  280) = (   0.1250000   0.2485814   0.0000000), wk =   0.0046296
        k(  281) = (   0.1250000   0.2646189   0.0000000), wk =   0.0046296
        k(  282) = (   0.1250000   0.2806564   0.0000000), wk =   0.0046296
        k(  283) = (   0.1250000   0.2966939   0.0000000), wk =   0.0046296
        k(  284) = (   0.1250000   0.3127314   0.0000000), wk =   0.0046296
        k(  285) = (   0.1250000   0.3287689   0.0000000), wk =   0.0046296
        k(  286) = (   0.1250000   0.3448064   0.0000000), wk =   0.0046296
        k(  287) = (   0.1250000   0.3608439   0.0000000), wk =   0.0046296
        k(  288) = (   0.1250000   0.3768814   0.0000000), wk =   0.0046296
        k(  289) = (   0.1250000   0.3929189   0.0000000), wk =   0.0046296
        k(  290) = (   0.1250000   0.4089564   0.0000000), wk =   0.0046296
        k(  291) = (   0.1250000   0.4249939   0.0000000), wk =   0.0046296
        k(  292) = (   0.1250000   0.4410315   0.0000000), wk =   0.0046296
        k(  293) = (   0.1250000   0.4570690   0.0000000), wk =   0.0046296
        k(  294) = (   0.1250000   0.4731065   0.0000000), wk =   0.0046296
        k(  295) = (   0.1250000   0.4891440   0.0000000), wk =   0.0046296
        k(  296) = (   0.1250000   0.5051815   0.0000000), wk =   0.0046296
        k(  297) = (   0.1250000   0.5212190   0.0000000), wk =   0.0046296
        k(  298) = (   0.1250000   0.5372565   0.0000000), wk =   0.0046296
        k(  299) = (   0.1250000   0.5532940   0.0000000), wk =   0.0046296
        k(  300) = (   0.1250000   0.5693315   0.0000000), wk =   0.0046296
        k(  301) = (   0.1388889   0.2405626   0.0000000), wk =   0.0023148
        k(  302) = (   0.1388889   0.2566001   0.0000000), wk =   0.0046296
        k(  303) = (   0.1388889   0.2726376   0.0000000), wk =   0.0046296
        k(  304) = (   0.1388889   0.2886751   0.0000000), wk =   0.0046296
        k(  305) = (   0.1388889   0.3047126   0.0000000), wk =   0.0046296
        k(  306) = (   0.1388889   0.3207501   0.0000000), wk =   0.0046296
        k(  307) = (   0.1388889   0.3367877   0.0000000), wk =   0.0046296
        k(  308) = (   0.1388889   0.3528252   0.0000000), wk =   0.0046296
        k(  309) = (   0.1388889   0.3688627   0.0000000), wk =   0.0046296
        k(  310) = (   0.1388889   0.3849002   0.0000000), wk =   0.0046296
        k(  311) = (   0.1388889   0.4009377   0.0000000), wk =   0.0046296
        k(  312) = (   0.1388889   0.4169752   0.0000000), wk =   0.0046296
        k(  313) = (   0.1388889   0.4330127   0.0000000), wk =   0.0046296
        k(  314) = (   0.1388889   0.4490502   0.0000000), wk =   0.0046296
        k(  315) = (   0.1388889   0.4650877   0.0000000), wk =   0.0046296
        k(  316) = (   0.1388889   0.4811252   0.0000000), wk =   0.0046296
        k(  317) = (   0.1388889   0.4971627   0.0000000), wk =   0.0046296
        k(  318) = (   0.1388889   0.5132002   0.0000000), wk =   0.0046296
        k(  319) = (   0.1388889   0.5292377   0.0000000), wk =   0.0046296
        k(  320) = (   0.1388889   0.5452753   0.0000000), wk =   0.0046296
        k(  321) = (   0.1388889   0.5613128   0.0000000), wk =   0.0046296
        k(  322) = (   0.1388889   0.5773503   0.0000000), wk =   0.0023148
        k(  323) = (   0.1527778   0.2646189   0.0000000), wk =   0.0023148
        k(  324) = (   0.1527778   0.2806564   0.0000000), wk =   0.0046296
        k(  325) = (   0.1527778   0.2966939   0.0000000), wk =   0.0046296
        k(  326) = (   0.1527778   0.3127314   0.0000000), wk =   0.0046296
        k(  327) = (   0.1527778   0.3287689   0.0000000), wk =   0.0046296
        k(  328) = (   0.1527778   0.3448064   0.0000000), wk =   0.0046296
        k(  329) = (   0.1527778   0.3608439   0.0000000), wk =   0.0046296
        k(  330) = (   0.1527778   0.3768814   0.0000000), wk =   0.0046296
        k(  331) = (   0.1527778   0.3929189   0.0000000), wk =   0.0046296
        k(  332) = (   0.1527778   0.4089564   0.0000000), wk =   0.0046296
        k(  333) = (   0.1527778   0.4249939   0.0000000), wk =   0.0046296
        k(  334) = (   0.1527778   0.4410315   0.0000000), wk =   0.0046296
        k(  335) = (   0.1527778   0.4570690   0.0000000), wk =   0.0046296
        k(  336) = (   0.1527778   0.4731065   0.0000000), wk =   0.0046296
        k(  337) = (   0.1527778   0.4891440   0.0000000), wk =   0.0046296
        k(  338) = (   0.1527778   0.5051815   0.0000000), wk =   0.0046296
        k(  339) = (   0.1527778   0.5212190   0.0000000), wk =   0.0046296
        k(  340) = (   0.1527778   0.5372565   0.0000000), wk =   0.0046296
        k(  341) = (   0.1527778   0.5532940   0.0000000), wk =   0.0046296
        k(  342) = (   0.1527778   0.5693315   0.0000000), wk =   0.0046296
        k(  343) = (   0.1666667   0.2886751   0.0000000), wk =   0.0023148
        k(  344) = (   0.1666667   0.3047126   0.0000000), wk =   0.0046296
        k(  345) = (   0.1666667   0.3207501   0.0000000), wk =   0.0046296
