al001_3x3.out_441:!    total energy      =   -1421.44162967 Ry  0.002 eV/atom
al001_3x3.out_661:!    total energy      =   -1421.44760928 Ry  0.0002 eV/atom
al001_3x3.out_881:!    total energy      =   -1421.44712280 Ry  0.0000 eV/atom
al001_3x3.out_12121:!  total energy      =   -1421.44714974 Ry  0.0000 eV/atom
