# cutoff(Ry) 	 a(A) 		 c(A) 		 c/a 		 energy(Ry)
20		2.33944		4.79974		2.05166033		-46.61420986
40		2.4212		5.70018		2.35427823		-48.02798692
60		2.45747		6.36313		2.58930278		-48.21662243
80		2.4647		6.72297		2.72770178		-48.23043881
100		2.46523		6.77008		2.74622782		-48.23072926
120		2.46523		6.7697		2.74607439		-48.23075544
