# Ecut(Ry)	Energy(Ry)
10		-30.52546187
15		-31.69924007
20		-32.49295877
25		-33.08713766
30		-33.56249294
40		-34.04117895
50		-34.22484276
60		-34.29068837
70		-34.30711204
80		-34.30998596
90		-34.31026679
100		-34.31032594
