# Ecut(Ry)	VBM	CBM	Gap (eV)
10		-6.1089 -1.3719 4.737
15		-6.4842 -1.2481 5.2361
20		-6.7379 -1.1804 5.5575
25		-6.8608 -1.1265 5.7343
30		-6.9397 -1.1034 5.8363
40		-7.0007 -1.0874 5.9133
50		-7.0146 -1.0864 5.9282
60		-7.0201 -1.0878 5.9323
70		-7.0149 -1.0864 5.9285
80		-7.0063 -1.0862 5.9201
90		-7.0105 -1.0876 5.9229
100		-7.0135 -1.0867 5.9268
