# ecut(Ry) energy(Ry)
10		-38.90452128
15		-40.35121003
20		-41.23957629
25		-41.91763698
30		-42.47203843
35		-42.79234819
40		-42.99956390
45		-43.11905162
50		-43.18926772
60		-43.25075298
70		-43.26303562
80		-43.26472137
90		-43.26507090
100		-43.26550873
120		-43.26634093
140		-43.26659954
