# Ecut(Ry)	HOMO	LUMO	Gap (eV)
10		-7.7956 0.3832 8.1788
15		-7.7965 -0.2828 7.5137
20		-7.9930 -0.8228 7.1702
25		-8.2702 -1.1574 7.1128
30		-8.4962 -1.4116 7.0846
35		-8.6069 -1.5909 7.016
40		-8.6727 -1.7209 6.9518
45		-8.7034 -1.7911 6.9123
50		-8.7214 -1.8273 6.8941
60		-8.7378 -1.8532 6.8846
70		-8.7417 -1.8578 6.8839
80		-8.7420 -1.8584 6.8836
90		-8.7419 -1.8588 6.8831
100		-8.7419 -1.8591 6.8828
120		-8.7423 -1.8596 6.8827
140		-8.7423 -1.8597 6.8826
