    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
   92      5.3944      7.2487      0.3452      0.7496       5      1.8862
   93      4.3830      8.0916      4.6608      0.1472      11      1.8863
   94      4.2144      8.0916     10.7025      0.4833      29      1.8394
   95      3.3715     10.7888      7.4227      0.4175      24      1.9961
   96      5.3944      8.9345      0.3452      0.6909       6      1.8862
   97      3.5401     10.7888      7.0775      0.6247      24      1.9099
   98      3.3715     12.3060      5.1786      0.0661      12      1.9257
   99      4.5515     13.4860     11.5656      0.6855      30      1.8489
  100      5.3944     12.6431      0.3452      0.7526       6      1.8862
  101      3.7087      0.0000      6.9048      0.0322      22      1.8756
  102      5.3944      1.8543      7.7679      0.8064      22      1.8549
  103      5.3944      3.5401      0.3452      0.7526       5      1.8862
  104      4.3830      2.6972      2.9346      0.4953      10      1.9016
  105      4.3830      2.6972      4.6608      0.1931      10      1.8863
  106      5.3944      1.8543      0.3452      0.6847       4      1.8861
  107      3.8772      3.3715      5.1786      0.0463      10      1.9257
  108      5.3944      3.5401      7.0775      0.5818      23      1.9099
  109      5.3944      3.3715      7.4227      0.3961      23      1.9961
  110      6.4059      6.4059      8.9763      0.9277      23      1.9733
  111      6.9116      7.0801      9.6668      0.3321      32      2.1066
  112      6.4059      9.7774      8.9763      0.9277      24      1.9734
  113      4.3830     13.4860      2.9346      0.4953      12      1.9016
  114      4.3830     13.4860      4.6608      0.1931      12      1.8863
  115      3.8772     12.8117      5.1786      0.0463      12      1.9257
  116      5.3944     12.6431      7.0775      0.5818      24      1.9098
  117      5.3944     12.8117      7.4227      0.3961      24      1.9961
  118      5.3944     14.3289      0.3452      0.6847       4      1.8862
  119      5.3944     14.3289      7.7679      0.8064      22      1.8550
  120      8.0916      8.0916     14.6728      7.6292      37      0.4124
  121      6.9116      9.1030      9.6668      0.2074      32      2.1066
  122      5.3944      0.0000      0.0000      0.0771       4      0.0001
  123      5.3944      0.0000      7.7679      0.0779      22      0.0490
