0.000000000 0.025304981 0.025295122 0.000000000 9.859e-06
0.043155298 0.025382585 0.025372632 -0.000000003 9.956e-06
0.086310595 0.025436170 0.025426175 -0.000000005 1e-05
0.129465893 0.025467628 0.025457637 -0.000000003 9.994e-06
0.172621190 0.025479699 0.025469760 0.000000001 9.938e-06
0.215776488 0.025475864 0.025466024 0.000000005 9.835e-06
0.258931786 0.025460210 0.025450514 0.000000006 9.69e-06
0.302087083 0.025437253 0.025427746 0.000000005 9.502e-06
0.345242381 0.025411761 0.025402484 0.000000001 9.276e-06
0.388397678 0.025388545 0.025379531 -0.000000003 9.017e-06
0.431552976 0.025372257 0.025363537 -0.000000005 8.725e-06
0.474708274 0.025367197 0.025358796 -0.000000004 8.405e-06
0.517863571 0.025377136 0.025369079 0.000000000 8.057e-06
0.561018869 0.025405170 0.025397485 0.000000004 7.681e-06
0.604174166 0.025453609 0.025446322 0.000000007 7.28e-06
0.647329464 0.025523899 0.025517041 0.000000005 6.853e-06
0.690484762 0.025616594 0.025610191 0.000000002 6.401e-06
0.733640059 0.025731353 0.025725428 -0.000000002 5.927e-06
0.776795357 0.025866988 0.025861558 -0.000000005 5.435e-06
0.819950654 0.026021535 0.026016615 -0.000000004 4.924e-06
0.863105952 0.026192369 0.026187972 -0.000000001 4.398e-06
0.906261250 0.026376344 0.026372481 0.000000004 3.859e-06
0.949416547 0.026569949 0.026566632 0.000000006 3.311e-06
0.992571845 0.026769482 0.026766719 0.000000006 2.757e-06
1.035727142 0.026971216 0.026969010 0.000000003 2.203e-06
1.078882440 0.027171558 0.027169905 -0.000000002 1.655e-06
1.122037738 0.027367190 0.027366076 -0.000000005 1.119e-06
1.165193035 0.027555180 0.027554584 -0.000000005 6.01e-07
1.208348333 0.027733080 0.027732974 -0.000000001 1.07e-07
1.251503630 0.027898981 0.027899335 0.000000003 -3.57e-07
1.294658928 0.028051553 0.028052336 0.000000006 -7.89e-07
1.337814226 0.028190050 0.028191226 0.000000006 -1.182e-06
1.380969523 0.028314278 0.028315809 0.000000003 -1.534e-06
1.424124821 0.028424542 0.028426383 -0.000000001 -1.84e-06
1.467280118 0.028521550 0.028523651 -0.000000005 -2.096e-06
1.510435416 0.028606307 0.028608613 -0.000000005 -2.301e-06
1.553590714 0.028679986 0.028682443 -0.000000002 -2.455e-06
1.596746011 0.028743812 0.028746365 0.000000003 -2.556e-06
1.639901309 0.028798946 0.028801546 0.000000006 -2.606e-06
1.683056606 0.028846407 0.028849007 0.000000007 -2.607e-06
1.726211904 0.028887014 0.028889571 0.000000004 -2.561e-06
1.769367202 0.028921367 0.028923837 -0.000000000 -2.47e-06
1.812522499 0.028949851 0.028952187 -0.000000004 -2.332e-06
1.855677797 0.028972656 0.028974815 -0.000000005 -2.154e-06
1.898833094 0.028989815 0.028991754 -0.000000003 -1.936e-06
1.941988392 0.029001227 0.029002910 0.000000002 -1.685e-06
1.985143690 0.029006677 0.029008073 0.000000006 -1.402e-06
2.028298987 0.029005830 0.029006917 0.000000007 -1.094e-06
2.071454285 0.028998217 0.028998979 0.000000005 -7.67e-07
2.114609582 0.028983203 0.028983625 0.000000000 -4.22e-07
2.157764880 0.028959958 0.028960027 -0.000000004 -6.5e-08
2.200920178 0.028927445 0.028927150 -0.000000005 3e-07
2.244075475 0.028884432 0.028883765 -0.000000003 6.7e-07
2.287230773 0.028829541 0.028828501 0.000000001 1.039e-06
2.330386070 0.028761337 0.028759931 0.000000005 1.401e-06
