# cutoff(Ry) 	 a(A) 	 energy(Ry)
20		2.35804600		-23.35333161
40		2.41618571		-23.99910851
60		2.45776487		-24.08829889
80		2.46621076		-24.09459622
100		2.46678699		-24.09473579
120		2.46678210		-24.09474871
