# c(A) enthalpy(Ry) cutoff(Ry)
3.80265		-186.9837861388		20
4.08552		-191.1921512692		40
4.18943		-191.8158305531		60
4.20837		-191.8671963365		80
4.20967		-191.8683658003		100
